[2024-07-16T22:56:50.700+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T22:56:50.716+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:50:00+00:00 [queued]>
[2024-07-16T22:56:50.720+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:50:00+00:00 [queued]>
[2024-07-16T22:56:50.720+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-16T22:56:50.727+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-14 04:50:00+00:00
[2024-07-16T22:56:50.730+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=22856) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-16T22:56:50.731+0000] {standard_task_runner.py:63} INFO - Started process 22858 to run task
[2024-07-16T22:56:50.730+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-14T04:50:00+00:00', '--job-id', '137', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmp2g7uzs8_']
[2024-07-16T22:56:50.732+0000] {standard_task_runner.py:91} INFO - Job 137: Subtask etl_btc_mxn
[2024-07-16T22:56:50.760+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:50:00+00:00 [running]> on host 6f712de23803
[2024-07-16T22:56:50.806+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-14T04:50:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-14T04:50:00+00:00'
[2024-07-16T22:56:50.806+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T22:56:50.816+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-16T22:56:50.956+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-16T22:56:50.956+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-07-16T22:56:50.957+0000] {taskinstance.py:2905} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 465, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 432, in _execute_callable
    return execute_callable(context=context, **execute_callable_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 401, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 235, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 252, in execute_callable
    return self.python_callable(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/bid_ask_dag.py", line 58, in etl_spread
    record = trigger_fetch_and_compute(book, debug=False)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/bid_ask_dag.py", line 40, in trigger_fetch_and_compute
    spread_record = compute_spread(data['payload'])
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/spread_functions.py", line 33, in compute_spread
    best_ask = float(data['ask'])
               ^^^^^^^^^^^^^^^^^^
ValueError: could not convert string to float: ''
[2024-07-16T22:56:50.965+0000] {taskinstance.py:1206} INFO - Marking task as UP_FOR_RETRY. dag_id=etl_ticker, task_id=etl_btc_mxn, run_id=scheduled__2024-07-14T04:50:00+00:00, execution_date=20240714T045000, start_date=20240716T225650, end_date=20240716T225650
[2024-07-16T22:56:50.971+0000] {standard_task_runner.py:110} ERROR - Failed to execute job 137 for task etl_btc_mxn (could not convert string to float: ''; 22858)
[2024-07-16T22:56:50.996+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 1
[2024-07-16T22:56:51.006+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-07-16T22:56:51.007+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
[2024-07-18T03:01:22.329+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-18T03:01:22.384+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:50:00+00:00 [queued]>
[2024-07-18T03:01:22.390+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:50:00+00:00 [queued]>
[2024-07-18T03:01:22.392+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-18T03:01:22.404+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-14 04:50:00+00:00
[2024-07-18T03:01:22.411+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=4764) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-18T03:01:22.411+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-14T04:50:00+00:00', '--job-id', '2560', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmpsq1c5wdn']
[2024-07-18T03:01:22.413+0000] {standard_task_runner.py:63} INFO - Started process 4769 to run task
[2024-07-18T03:01:22.413+0000] {standard_task_runner.py:91} INFO - Job 2560: Subtask etl_btc_mxn
[2024-07-18T03:01:22.481+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:195 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2024-07-18T03:01:22.536+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:50:00+00:00 [running]> on host 3a23888a6869
[2024-07-18T03:01:22.628+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-14T04:50:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-14T04:50:00+00:00'
[2024-07-18T03:01:22.629+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-18T03:01:22.681+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-18T03:01:23.947+0000] {logging_mixin.py:188} WARNING -   0%|          | 1/600 [00:01<12:37,  1.26s/it]
[2024-07-18T03:01:25.095+0000] {logging_mixin.py:188} WARNING -   0%|          | 2/600 [00:02<11:55,  1.20s/it]
[2024-07-18T03:01:26.246+0000] {logging_mixin.py:188} WARNING -   0%|          | 3/600 [00:03<11:41,  1.17s/it]
[2024-07-18T03:01:27.425+0000] {logging_mixin.py:188} WARNING -   1%|          | 4/600 [00:04<11:41,  1.18s/it]
[2024-07-18T03:01:28.599+0000] {logging_mixin.py:188} WARNING -   1%|          | 5/600 [00:05<11:39,  1.18s/it]
[2024-07-18T03:01:29.780+0000] {logging_mixin.py:188} WARNING -   1%|1         | 6/600 [00:07<11:38,  1.18s/it]
[2024-07-18T03:01:30.955+0000] {logging_mixin.py:188} WARNING -   1%|1         | 7/600 [00:08<11:38,  1.18s/it]
[2024-07-18T03:01:32.136+0000] {logging_mixin.py:188} WARNING -   1%|1         | 8/600 [00:09<11:37,  1.18s/it]
[2024-07-18T03:01:33.290+0000] {logging_mixin.py:188} WARNING -   2%|1         | 9/600 [00:10<11:31,  1.17s/it]
[2024-07-18T03:01:34.436+0000] {logging_mixin.py:188} WARNING -   2%|1         | 10/600 [00:11<11:26,  1.16s/it]
[2024-07-18T03:01:35.584+0000] {logging_mixin.py:188} WARNING -   2%|1         | 11/600 [00:12<11:22,  1.16s/it]
[2024-07-18T03:01:36.746+0000] {logging_mixin.py:188} WARNING -   2%|2         | 12/600 [00:14<11:21,  1.16s/it]
[2024-07-18T03:01:37.961+0000] {logging_mixin.py:188} WARNING -   2%|2         | 13/600 [00:15<11:30,  1.18s/it]
[2024-07-18T03:01:39.127+0000] {logging_mixin.py:188} WARNING -   2%|2         | 14/600 [00:16<11:27,  1.17s/it]
[2024-07-18T03:01:40.280+0000] {logging_mixin.py:188} WARNING -   2%|2         | 15/600 [00:17<11:22,  1.17s/it]
[2024-07-18T03:01:41.449+0000] {logging_mixin.py:188} WARNING -   3%|2         | 16/600 [00:18<11:21,  1.17s/it]
[2024-07-18T03:01:42.612+0000] {logging_mixin.py:188} WARNING -   3%|2         | 17/600 [00:19<11:20,  1.17s/it]
[2024-07-18T03:01:43.767+0000] {logging_mixin.py:188} WARNING -   3%|3         | 18/600 [00:21<11:16,  1.16s/it]
[2024-07-18T03:01:44.944+0000] {logging_mixin.py:188} WARNING -   3%|3         | 19/600 [00:22<11:18,  1.17s/it]
[2024-07-18T03:01:46.124+0000] {logging_mixin.py:188} WARNING -   3%|3         | 20/600 [00:23<11:19,  1.17s/it]
[2024-07-18T03:01:47.307+0000] {logging_mixin.py:188} WARNING -   4%|3         | 21/600 [00:24<11:20,  1.17s/it]
[2024-07-18T03:01:48.459+0000] {logging_mixin.py:188} WARNING -   4%|3         | 22/600 [00:25<11:14,  1.17s/it]
[2024-07-18T03:01:49.629+0000] {logging_mixin.py:188} WARNING -   4%|3         | 23/600 [00:26<11:14,  1.17s/it]
[2024-07-18T03:01:50.795+0000] {logging_mixin.py:188} WARNING -   4%|4         | 24/600 [00:28<11:12,  1.17s/it]
[2024-07-18T03:01:51.977+0000] {logging_mixin.py:188} WARNING -   4%|4         | 25/600 [00:29<11:12,  1.17s/it]
[2024-07-18T03:01:53.163+0000] {logging_mixin.py:188} WARNING -   4%|4         | 26/600 [00:30<11:15,  1.18s/it]
[2024-07-18T03:01:54.340+0000] {logging_mixin.py:188} WARNING -   4%|4         | 27/600 [00:31<11:14,  1.18s/it]
[2024-07-18T03:01:55.548+0000] {logging_mixin.py:188} WARNING -   5%|4         | 28/600 [00:32<11:18,  1.19s/it]
[2024-07-18T03:01:56.702+0000] {logging_mixin.py:188} WARNING -   5%|4         | 29/600 [00:34<11:11,  1.18s/it]
[2024-07-18T03:01:57.873+0000] {logging_mixin.py:188} WARNING -   5%|5         | 30/600 [00:35<11:09,  1.18s/it]
[2024-07-18T03:01:59.028+0000] {logging_mixin.py:188} WARNING -   5%|5         | 31/600 [00:36<11:04,  1.17s/it]
[2024-07-18T03:02:00.248+0000] {logging_mixin.py:188} WARNING -   5%|5         | 32/600 [00:37<11:12,  1.18s/it]
[2024-07-18T03:02:01.398+0000] {logging_mixin.py:188} WARNING -   6%|5         | 33/600 [00:38<11:05,  1.17s/it]
[2024-07-18T03:02:02.571+0000] {logging_mixin.py:188} WARNING -   6%|5         | 34/600 [00:39<11:04,  1.17s/it]
[2024-07-18T03:02:03.757+0000] {logging_mixin.py:188} WARNING -   6%|5         | 35/600 [00:41<11:05,  1.18s/it]
[2024-07-18T03:02:04.941+0000] {logging_mixin.py:188} WARNING -   6%|6         | 36/600 [00:42<11:05,  1.18s/it]
[2024-07-18T03:02:06.116+0000] {logging_mixin.py:188} WARNING -   6%|6         | 37/600 [00:43<11:03,  1.18s/it]
[2024-07-18T03:02:07.292+0000] {logging_mixin.py:188} WARNING -   6%|6         | 38/600 [00:44<11:01,  1.18s/it]
[2024-07-18T03:02:08.491+0000] {logging_mixin.py:188} WARNING -   6%|6         | 39/600 [00:45<11:04,  1.18s/it]
[2024-07-18T03:02:09.668+0000] {logging_mixin.py:188} WARNING -   7%|6         | 40/600 [00:46<11:01,  1.18s/it]
[2024-07-18T03:02:10.827+0000] {logging_mixin.py:188} WARNING -   7%|6         | 41/600 [00:48<10:56,  1.18s/it]
[2024-07-18T03:02:11.994+0000] {logging_mixin.py:188} WARNING -   7%|7         | 42/600 [00:49<10:54,  1.17s/it]
[2024-07-18T03:02:13.151+0000] {logging_mixin.py:188} WARNING -   7%|7         | 43/600 [00:50<10:50,  1.17s/it]
[2024-07-18T03:02:14.355+0000] {logging_mixin.py:188} WARNING -   7%|7         | 44/600 [00:51<10:55,  1.18s/it]
[2024-07-18T03:02:15.520+0000] {logging_mixin.py:188} WARNING -   8%|7         | 45/600 [00:52<10:51,  1.17s/it]
[2024-07-18T03:02:16.717+0000] {logging_mixin.py:188} WARNING -   8%|7         | 46/600 [00:54<10:54,  1.18s/it]
[2024-07-18T03:02:17.917+0000] {logging_mixin.py:188} WARNING -   8%|7         | 47/600 [00:55<10:56,  1.19s/it]
[2024-07-18T03:02:19.080+0000] {logging_mixin.py:188} WARNING -   8%|8         | 48/600 [00:56<10:51,  1.18s/it]
[2024-07-18T03:02:20.241+0000] {logging_mixin.py:188} WARNING -   8%|8         | 49/600 [00:57<10:47,  1.17s/it]
[2024-07-18T03:02:21.414+0000] {logging_mixin.py:188} WARNING -   8%|8         | 50/600 [00:58<10:45,  1.17s/it]
[2024-07-18T03:02:22.587+0000] {logging_mixin.py:188} WARNING -   8%|8         | 51/600 [00:59<10:44,  1.17s/it]
[2024-07-18T03:02:23.747+0000] {logging_mixin.py:188} WARNING -   9%|8         | 52/600 [01:01<10:40,  1.17s/it]
[2024-07-18T03:02:24.900+0000] {logging_mixin.py:188} WARNING -   9%|8         | 53/600 [01:02<10:37,  1.16s/it]
[2024-07-18T03:02:26.052+0000] {logging_mixin.py:188} WARNING -   9%|9         | 54/600 [01:03<10:33,  1.16s/it]
[2024-07-18T03:02:27.196+0000] {logging_mixin.py:188} WARNING -   9%|9         | 55/600 [01:04<10:29,  1.16s/it]
[2024-07-18T03:02:28.351+0000] {logging_mixin.py:188} WARNING -   9%|9         | 56/600 [01:05<10:28,  1.16s/it]
[2024-07-18T03:02:29.540+0000] {logging_mixin.py:188} WARNING -  10%|9         | 57/600 [01:06<10:32,  1.17s/it]
[2024-07-18T03:02:30.727+0000] {logging_mixin.py:188} WARNING -  10%|9         | 58/600 [01:08<10:35,  1.17s/it]
[2024-07-18T03:02:31.883+0000] {logging_mixin.py:188} WARNING -  10%|9         | 59/600 [01:09<10:31,  1.17s/it]
[2024-07-18T03:02:33.029+0000] {logging_mixin.py:188} WARNING -  10%|#         | 60/600 [01:10<10:26,  1.16s/it]
