[2024-07-16T22:56:49.533+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T22:56:49.552+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:40:00+00:00 [queued]>
[2024-07-16T22:56:49.556+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:40:00+00:00 [queued]>
[2024-07-16T22:56:49.559+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-16T22:56:49.571+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-14 04:40:00+00:00
[2024-07-16T22:56:49.575+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=22845) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-16T22:56:49.575+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-14T04:40:00+00:00', '--job-id', '134', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmpbzrr7yvc']
[2024-07-16T22:56:49.577+0000] {standard_task_runner.py:63} INFO - Started process 22851 to run task
[2024-07-16T22:56:49.577+0000] {standard_task_runner.py:91} INFO - Job 134: Subtask etl_btc_mxn
[2024-07-16T22:56:49.609+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:40:00+00:00 [running]> on host 6f712de23803
[2024-07-16T22:56:49.658+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-14T04:40:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-14T04:40:00+00:00'
[2024-07-16T22:56:49.659+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T22:56:49.670+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-16T22:56:49.809+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-16T22:56:49.810+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-07-16T22:56:49.811+0000] {taskinstance.py:2905} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 465, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 432, in _execute_callable
    return execute_callable(context=context, **execute_callable_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 401, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 235, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 252, in execute_callable
    return self.python_callable(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/bid_ask_dag.py", line 58, in etl_spread
    record = trigger_fetch_and_compute(book, debug=False)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/bid_ask_dag.py", line 40, in trigger_fetch_and_compute
    spread_record = compute_spread(data['payload'])
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/spread_functions.py", line 33, in compute_spread
    best_ask = float(data['ask'])
               ^^^^^^^^^^^^^^^^^^
ValueError: could not convert string to float: ''
[2024-07-16T22:56:49.820+0000] {taskinstance.py:1206} INFO - Marking task as UP_FOR_RETRY. dag_id=etl_ticker, task_id=etl_btc_mxn, run_id=scheduled__2024-07-14T04:40:00+00:00, execution_date=20240714T044000, start_date=20240716T225649, end_date=20240716T225649
[2024-07-16T22:56:49.827+0000] {standard_task_runner.py:110} ERROR - Failed to execute job 134 for task etl_btc_mxn (could not convert string to float: ''; 22851)
[2024-07-16T22:56:49.839+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 1
[2024-07-16T22:56:49.848+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-07-16T22:56:49.849+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
[2024-07-18T03:00:24.915+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-18T03:00:24.938+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:40:00+00:00 [queued]>
[2024-07-18T03:00:24.942+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:40:00+00:00 [queued]>
[2024-07-18T03:00:24.943+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-18T03:00:24.950+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-14 04:40:00+00:00
[2024-07-18T03:00:24.955+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=4668) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-18T03:00:24.956+0000] {standard_task_runner.py:63} INFO - Started process 4669 to run task
[2024-07-18T03:00:24.955+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-14T04:40:00+00:00', '--job-id', '2558', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmpsqns_g1r']
[2024-07-18T03:00:24.957+0000] {standard_task_runner.py:91} INFO - Job 2558: Subtask etl_btc_mxn
[2024-07-18T03:00:24.966+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:195 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2024-07-18T03:00:24.985+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T04:40:00+00:00 [running]> on host 3a23888a6869
[2024-07-18T03:00:25.031+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-14T04:40:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-14T04:40:00+00:00'
[2024-07-18T03:00:25.032+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-18T03:00:25.044+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-18T03:00:26.227+0000] {logging_mixin.py:188} WARNING -   0%|          | 1/600 [00:01<11:48,  1.18s/it]
[2024-07-18T03:00:27.389+0000] {logging_mixin.py:188} WARNING -   0%|          | 2/600 [00:02<11:39,  1.17s/it]
[2024-07-18T03:00:28.546+0000] {logging_mixin.py:188} WARNING -   0%|          | 3/600 [00:03<11:35,  1.16s/it]
[2024-07-18T03:00:29.710+0000] {logging_mixin.py:188} WARNING -   1%|          | 4/600 [00:04<11:33,  1.16s/it]
[2024-07-18T03:00:30.859+0000] {logging_mixin.py:188} WARNING -   1%|          | 5/600 [00:05<11:29,  1.16s/it]
[2024-07-18T03:00:32.043+0000] {logging_mixin.py:188} WARNING -   1%|1         | 6/600 [00:06<11:33,  1.17s/it]
[2024-07-18T03:00:33.206+0000] {logging_mixin.py:188} WARNING -   1%|1         | 7/600 [00:08<11:31,  1.17s/it]
[2024-07-18T03:00:34.368+0000] {logging_mixin.py:188} WARNING -   1%|1         | 8/600 [00:09<11:29,  1.16s/it]
[2024-07-18T03:00:35.528+0000] {logging_mixin.py:188} WARNING -   2%|1         | 9/600 [00:10<11:27,  1.16s/it]
[2024-07-18T03:00:36.712+0000] {logging_mixin.py:188} WARNING -   2%|1         | 10/600 [00:11<11:29,  1.17s/it]
[2024-07-18T03:00:37.856+0000] {logging_mixin.py:188} WARNING -   2%|1         | 11/600 [00:12<11:24,  1.16s/it]
[2024-07-18T03:00:39.085+0000] {logging_mixin.py:188} WARNING -   2%|2         | 12/600 [00:14<11:35,  1.18s/it]
[2024-07-18T03:00:40.226+0000] {logging_mixin.py:188} WARNING -   2%|2         | 13/600 [00:15<11:26,  1.17s/it]
[2024-07-18T03:00:41.377+0000] {logging_mixin.py:188} WARNING -   2%|2         | 14/600 [00:16<11:22,  1.16s/it]
[2024-07-18T03:00:42.532+0000] {logging_mixin.py:188} WARNING -   2%|2         | 15/600 [00:17<11:19,  1.16s/it]
[2024-07-18T03:00:43.700+0000] {logging_mixin.py:188} WARNING -   3%|2         | 16/600 [00:18<11:19,  1.16s/it]
[2024-07-18T03:00:44.842+0000] {logging_mixin.py:188} WARNING -   3%|2         | 17/600 [00:19<11:14,  1.16s/it]
[2024-07-18T03:00:46.051+0000] {logging_mixin.py:188} WARNING -   3%|3         | 18/600 [00:21<11:21,  1.17s/it]
[2024-07-18T03:00:47.239+0000] {logging_mixin.py:188} WARNING -   3%|3         | 19/600 [00:22<11:24,  1.18s/it]
[2024-07-18T03:00:48.391+0000] {logging_mixin.py:188} WARNING -   3%|3         | 20/600 [00:23<11:18,  1.17s/it]
[2024-07-18T03:00:49.551+0000] {logging_mixin.py:188} WARNING -   4%|3         | 21/600 [00:24<11:15,  1.17s/it]
[2024-07-18T03:00:50.705+0000] {logging_mixin.py:188} WARNING -   4%|3         | 22/600 [00:25<11:12,  1.16s/it]
[2024-07-18T03:00:51.863+0000] {logging_mixin.py:188} WARNING -   4%|3         | 23/600 [00:26<11:10,  1.16s/it]
[2024-07-18T03:00:53.047+0000] {logging_mixin.py:188} WARNING -   4%|4         | 24/600 [00:28<11:12,  1.17s/it]
[2024-07-18T03:00:54.208+0000] {logging_mixin.py:188} WARNING -   4%|4         | 25/600 [00:29<11:10,  1.17s/it]
[2024-07-18T03:00:55.406+0000] {logging_mixin.py:188} WARNING -   4%|4         | 26/600 [00:30<11:14,  1.18s/it]
[2024-07-18T03:00:56.563+0000] {logging_mixin.py:188} WARNING -   4%|4         | 27/600 [00:31<11:10,  1.17s/it]
[2024-07-18T03:00:57.708+0000] {logging_mixin.py:188} WARNING -   5%|4         | 28/600 [00:32<11:05,  1.16s/it]
[2024-07-18T03:00:58.865+0000] {logging_mixin.py:188} WARNING -   5%|4         | 29/600 [00:33<11:02,  1.16s/it]
[2024-07-18T03:01:00.082+0000] {logging_mixin.py:188} WARNING -   5%|5         | 30/600 [00:35<11:11,  1.18s/it]
[2024-07-18T03:01:01.278+0000] {logging_mixin.py:188} WARNING -   5%|5         | 31/600 [00:36<11:13,  1.18s/it]
[2024-07-18T03:01:02.445+0000] {logging_mixin.py:188} WARNING -   5%|5         | 32/600 [00:37<11:09,  1.18s/it]
[2024-07-18T03:01:03.656+0000] {logging_mixin.py:188} WARNING -   6%|5         | 33/600 [00:38<11:13,  1.19s/it]
[2024-07-18T03:01:04.822+0000] {logging_mixin.py:188} WARNING -   6%|5         | 34/600 [00:39<11:08,  1.18s/it]
[2024-07-18T03:01:05.998+0000] {logging_mixin.py:188} WARNING -   6%|5         | 35/600 [00:40<11:06,  1.18s/it]
[2024-07-18T03:01:07.163+0000] {logging_mixin.py:188} WARNING -   6%|6         | 36/600 [00:42<11:02,  1.18s/it]
[2024-07-18T03:01:08.319+0000] {logging_mixin.py:188} WARNING -   6%|6         | 37/600 [00:43<10:58,  1.17s/it]
[2024-07-18T03:01:09.473+0000] {logging_mixin.py:188} WARNING -   6%|6         | 38/600 [00:44<10:54,  1.16s/it]
[2024-07-18T03:01:10.670+0000] {logging_mixin.py:188} WARNING -   6%|6         | 39/600 [00:45<10:58,  1.17s/it]
[2024-07-18T03:01:11.828+0000] {logging_mixin.py:188} WARNING -   7%|6         | 40/600 [00:46<10:54,  1.17s/it]
[2024-07-18T03:01:12.996+0000] {logging_mixin.py:188} WARNING -   7%|6         | 41/600 [00:47<10:53,  1.17s/it]
[2024-07-18T03:01:14.177+0000] {logging_mixin.py:188} WARNING -   7%|7         | 42/600 [00:49<10:54,  1.17s/it]
[2024-07-18T03:01:15.367+0000] {logging_mixin.py:188} WARNING -   7%|7         | 43/600 [00:50<10:56,  1.18s/it]
[2024-07-18T03:01:16.529+0000] {logging_mixin.py:188} WARNING -   7%|7         | 44/600 [00:51<10:52,  1.17s/it]
[2024-07-18T03:01:17.733+0000] {logging_mixin.py:188} WARNING -   8%|7         | 45/600 [00:52<10:56,  1.18s/it]
[2024-07-18T03:01:18.907+0000] {logging_mixin.py:188} WARNING -   8%|7         | 46/600 [00:53<10:53,  1.18s/it]
[2024-07-18T03:01:20.089+0000] {logging_mixin.py:188} WARNING -   8%|7         | 47/600 [00:55<10:52,  1.18s/it]
[2024-07-18T03:01:21.274+0000] {logging_mixin.py:188} WARNING -   8%|8         | 48/600 [00:56<10:52,  1.18s/it]
[2024-07-18T03:01:22.467+0000] {logging_mixin.py:188} WARNING -   8%|8         | 49/600 [00:57<10:48,  1.18s/it]
[2024-07-18T03:01:23.655+0000] {logging_mixin.py:188} WARNING -   8%|8         | 50/600 [00:58<10:53,  1.19s/it]
[2024-07-18T03:01:24.838+0000] {logging_mixin.py:188} WARNING -   8%|8         | 51/600 [00:59<10:51,  1.19s/it]
[2024-07-18T03:01:26.006+0000] {logging_mixin.py:188} WARNING -   9%|8         | 52/600 [01:00<10:47,  1.18s/it]
[2024-07-18T03:01:27.157+0000] {logging_mixin.py:188} WARNING -   9%|8         | 53/600 [01:02<10:41,  1.17s/it]
[2024-07-18T03:01:28.314+0000] {logging_mixin.py:188} WARNING -   9%|9         | 54/600 [01:03<10:37,  1.17s/it]
[2024-07-18T03:01:29.513+0000] {logging_mixin.py:188} WARNING -   9%|9         | 55/600 [01:04<10:41,  1.18s/it]
[2024-07-18T03:01:30.661+0000] {logging_mixin.py:188} WARNING -   9%|9         | 56/600 [01:05<10:35,  1.17s/it]
[2024-07-18T03:01:31.890+0000] {logging_mixin.py:188} WARNING -  10%|9         | 57/600 [01:06<10:44,  1.19s/it]
[2024-07-18T03:01:33.040+0000] {logging_mixin.py:188} WARNING -  10%|9         | 58/600 [01:07<10:37,  1.18s/it]
[2024-07-18T03:01:34.232+0000] {logging_mixin.py:188} WARNING -  10%|9         | 59/600 [01:09<10:38,  1.18s/it]
[2024-07-18T03:01:35.386+0000] {logging_mixin.py:188} WARNING -  10%|#         | 60/600 [01:10<10:33,  1.17s/it]
